anno,img,label
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/10. screen-shot-2013-07-19-at-3-47-21-am.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/10. screen-shot-2013-07-19-at-3-47-21-am.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/33. mountain_pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/33. mountain_pose.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/35. tadasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/35. tadasana.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/59. 0db3cd0a265956d10cc79a52e144718d.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/59. 0db3cd0a265956d10cc79a52e144718d.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/42. 7355857042b6d400ee70a7034c3d8599.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/42. 7355857042b6d400ee70a7034c3d8599.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/47. 374982_thumb.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/47. 374982_thumb.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/25. amandamonzonyoga-posebreakdown-tadasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/25. amandamonzonyoga-posebreakdown-tadasana.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/37. amandamonzonyoga-posebreakdown-tadasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/37. amandamonzonyoga-posebreakdown-tadasana.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/46. tadasan.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/46. tadasan.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/18. 431109_preview.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/18. 431109_preview.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/79. tadasana-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/79. tadasana-1.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/34. tadasana-suzlyfe-yoga-clinic.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/34. tadasana-suzlyfe-yoga-clinic.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/24. tadasana-pose-yoga-_28.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/24. tadasana-pose-yoga-_28.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/35. holli-tadasana-px-connection1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/35. holli-tadasana-px-connection1.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/29. mountain-pose-tadasana1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/29. mountain-pose-tadasana1.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/80. mountain.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/80. mountain.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/39. tadasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/39. tadasana.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/53. mountain-pose-tadasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/53. mountain-pose-tadasana.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/81. 29.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/81. 29.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/69. mountain-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/69. mountain-pose.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tadasana/84. screen-shot-2018-02-21-at-10.31.38-am.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/tadasana/84. screen-shot-2018-02-21-at-10.31.38-am.png,tadasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/33-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/47-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/7-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/42-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/19-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/13-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/25-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/56-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/4-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/39-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/74-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/74-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/35-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/81-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/81-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/77-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/38-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/69-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/34-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/30-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/45-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/20-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/48-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/23-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/41-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/36-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/24-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/61-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/61-1.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/2-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/27-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/37-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/9-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/67-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/67-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/66-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/11-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/82-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/82-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/50-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/16-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/96-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/96-1.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/18-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/5-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/51-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/46-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/46-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/49-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/86-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/86-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/22-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/53-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/58-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/80-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/80-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/59-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/59-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/10-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/10-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/25-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/25-1.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/12-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/43-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/1-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/89-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/upavistha konasana/89-0.png,upavistha konasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/33-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/40-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/54-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/54-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/19-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/13-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/29-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/68-4.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/68-4.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/25-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/4-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/39-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/35-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/97-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/97-2.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/81-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/81-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/73-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/38-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/97-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/97-1.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/97-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/97-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/92-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/6-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/30-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/87-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/87-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/60-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/60-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/90-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/90-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/20-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/48-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/28-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/23-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/36-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/68-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/68-2.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/24-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/2-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/27-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/64-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/64-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/35-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/35-1.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/84-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/96-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/67-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/67-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/66-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/62-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/62-1.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/82-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/82-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/90-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/90-1.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/23-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/23-1.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/99-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/99-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/16-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/98-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/98-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/93-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/5-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/51-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/46-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/46-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/61-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/53-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/53-1.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/49-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/53-3.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/53-3.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/22-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/53-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/58-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/68-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/68-1.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/68-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/68-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/68-3.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/68-3.png,garudasana
