keys_0_anno,keys_1_anno,keys_2_anno,score_0,score_1,score_2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/96-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/95-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/43-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/50-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/68-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/3-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/44-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/44-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/30-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/46-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/19-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/50-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/66-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/99-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/46-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/68-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/73-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/25-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/66-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/30-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/73-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/95-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/11-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/59-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/25-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/52-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/30-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/68-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/45-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/20-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/50-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/68-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/10-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/73-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/54-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/19-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/20-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/52-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/50-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/42-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/10-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/44-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/99-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/5-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/59-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/6-5.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/76-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/15-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/64-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/13-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/8-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/10-1.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/68-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/38-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/95-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/15-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/80-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/83-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/61-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/44-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/20-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/46-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/80-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/86-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/99-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/80-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/59-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/natarajasana/91-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/30-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/94-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/88-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/61-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/39-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/84-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/37-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/25-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/14-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/1-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/19-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/15-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/34-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/10-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/62-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/48-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/87-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/58-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/40-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/18-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/89-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/79-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/74-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/8-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/74-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/14-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/14-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/79-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/62-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/74-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/62-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/33-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/5-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/57-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/66-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/74-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/79-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/18-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/37-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/45-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/10-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/62-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/22-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/8-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/61-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/14-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/14-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/40-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/74-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/66-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/45-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/17-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/66-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/61-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/4-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/75-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/33-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/79-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/8-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/87-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/94-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/33-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/37-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/92-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/89-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/66-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/10-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/8-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/48-0.txt,1,0,2
